flight_date,carrier_code,total_flights,cancelled_flights,diverted_flights,delayed_dep_flights_count,delayed_arr_flights_count,avg_dep_delay_mins,avg_arr_delay_mins,total_carrier_delay_mins,total_weather_delay_mins,total_nas_delay_mins,total_security_delay_mins,total_late_aircraft_delay_mins,avg_carrier_delay_mins,avg_weather_delay_mins,avg_nas_delay_mins,avg_security_delay_mins,avg_late_aircraft_delay_mins
2026-06-14,B6,786,20.0,9.0,155.0,162.0,13.349872773536896,15.533078880407125,3603.0,1210.0,3016.0,0.0,4194.0,22.24074074074074,7.469135802469136,18.617283950617285,0.0,25.88888888888889
2026-05-15,BA,581,12.0,5.0,106.0,100.0,11.97934595524957,12.685025817555937,2193.0,730.0,1837.0,0.0,2554.0,21.93,7.3,18.37,0.0,25.54
2026-04-25,BA,557,9.0,5.0,96.0,113.0,11.944344703770197,14.96588868940754,2471.0,828.0,2068.0,0.0,2874.0,21.86725663716814,7.327433628318584,18.300884955752213,0.0,25.43362831858407
2026-04-25,WN,831,9.0,4.0,153.0,151.0,12.684717208182912,13.942238267148014,3407.0,1140.0,2852.0,0.0,3969.0,22.56291390728477,7.549668874172186,18.887417218543046,0.0,26.28476821192053
2026-07-11,SQ,556,9.0,3.0,104.0,105.0,12.807553956834532,13.02158273381295,2179.0,726.0,1825.0,0.0,2541.0,20.752380952380953,6.914285714285715,17.38095238095238,0.0,24.2
2026-05-03,SQ,487,4.0,5.0,87.0,92.0,12.240246406570842,13.965092402464066,2014.0,674.0,1688.0,0.0,2341.0,21.891304347826086,7.326086956521739,18.347826086956523,0.0,25.445652173913043
2026-05-31,EK,645,6.0,6.0,117.0,125.0,12.263565891472869,14.110077519379844,2685.0,899.0,2245.0,0.0,3122.0,21.48,7.192,17.96,0.0,24.976
2026-06-07,B6,787,6.0,5.0,149.0,154.0,12.490470139771283,14.569250317662007,3392.0,1133.0,2837.0,0.0,3947.0,22.025974025974026,7.357142857142857,18.42207792207792,0.0,25.62987012987013
2026-06-30,SQ,552,12.0,4.0,100.0,92.0,12.431159420289855,11.86231884057971,1945.0,650.0,1634.0,0.0,2276.0,21.141304347826086,7.065217391304348,17.76086956521739,0.0,24.73913043478261
2026-06-12,SQ,518,7.0,2.0,113.0,88.0,14.208494208494209,12.212355212355213,1870.0,627.0,1569.0,0.0,2173.0,21.25,7.125,17.829545454545453,0.0,24.693181818181817
2026-07-05,QF,4611,77.0,26.0,866.0,912.0,13.208848405985686,14.248752981999566,19449.0,6525.0,16273.0,0.0,22636.0,21.325657894736842,7.154605263157895,17.843201754385966,0.0,24.82017543859649
2026-05-15,WN,848,15.0,8.0,154.0,169.0,12.732311320754716,15.162735849056604,3806.0,1277.0,3191.0,0.0,4428.0,22.5207100591716,7.556213017751479,18.881656804733726,0.0,26.201183431952664
2026-04-21,DL,1071,20.0,4.0,233.0,205.0,14.679738562091503,14.15032679738562,4507.0,1510.0,3766.0,0.0,5240.0,21.985365853658536,7.365853658536586,18.370731707317074,0.0,25.5609756097561
2026-05-04,B6,795,18.0,5.0,162.0,147.0,13.778616352201258,13.743396226415094,3222.0,1083.0,2704.0,0.0,3750.0,21.918367346938776,7.36734693877551,18.39455782312925,0.0,25.510204081632654
2026-06-11,LH,689,11.0,2.0,121.0,136.0,11.997097242380262,13.642960812772133,2790.0,940.0,2336.0,0.0,3247.0,20.514705882352942,6.911764705882353,17.176470588235293,0.0,23.875
2026-04-21,B6,765,13.0,8.0,130.0,147.0,11.083660130718954,13.811764705882354,3133.0,1051.0,2622.0,0.0,3638.0,21.312925170068027,7.149659863945578,17.836734693877553,0.0,24.74829931972789
2026-06-19,AA,608,8.0,4.0,112.0,112.0,12.904605263157896,14.0,2522.0,842.0,2106.0,0.0,2928.0,22.517857142857142,7.517857142857143,18.803571428571427,0.0,26.142857142857142
2026-05-30,AA,543,10.0,4.0,117.0,107.0,16.360957642725598,14.70902394106814,2379.0,798.0,1988.0,0.0,2759.0,22.233644859813083,7.457943925233645,18.57943925233645,0.0,25.785046728971963
2026-06-11,AA,555,4.0,1.0,99.0,114.0,11.922522522522522,15.612612612612613,2565.0,864.0,2138.0,0.0,2976.0,22.5,7.578947368421052,18.75438596491228,0.0,26.105263157894736
2026-04-23,SQ,515,7.0,0.0,106.0,109.0,13.46990291262136,15.724271844660194,2415.0,806.0,2023.0,0.0,2804.0,22.155963302752294,7.394495412844036,18.559633027522935,0.0,25.724770642201836
2026-05-27,LH,678,4.0,6.0,126.0,127.0,12.253687315634219,13.317109144542773,2689.0,899.0,2250.0,0.0,3129.0,21.173228346456693,7.078740157480315,17.716535433070867,0.0,24.637795275590552
2026-07-12,WN,838,19.0,5.0,165.0,178.0,14.039379474940334,15.659904534606206,3905.0,1306.0,3274.0,0.0,4556.0,21.93820224719101,7.337078651685394,18.39325842696629,0.0,25.59550561797753
2026-06-21,AA,524,13.0,3.0,88.0,105.0,11.240458015267176,13.61259541984733,2091.0,700.0,1751.0,0.0,2436.0,19.914285714285715,6.666666666666667,16.676190476190477,0.0,23.2
2026-05-07,WN,898,15.0,6.0,189.0,189.0,14.10467706013363,16.279510022271715,4322.0,1446.0,3622.0,0.0,5023.0,22.867724867724867,7.650793650793651,19.164021164021165,0.0,26.576719576719576
2026-05-11,LH,674,8.0,4.0,126.0,126.0,13.178041543026707,13.637982195845698,2704.0,905.0,2265.0,0.0,3144.0,21.46031746031746,7.182539682539683,17.976190476190474,0.0,24.952380952380953
2026-07-03,QF,4645,79.0,33.0,899.0,912.0,13.621313240043056,14.526587728740582,20036.0,6698.0,16783.0,0.0,23311.0,21.969298245614034,7.344298245614035,18.402412280701753,0.0,25.56030701754386
2026-05-22,WN,859,15.0,2.0,146.0,170.0,12.047729918509896,15.285215366705472,3907.0,1310.0,3268.0,0.0,4544.0,22.98235294117647,7.705882352941177,19.223529411764705,0.0,26.729411764705883
2026-04-17,LH,703,12.0,4.0,132.0,131.0,12.741109530583214,13.638691322901849,2845.0,957.0,2388.0,0.0,3302.0,21.717557251908396,7.305343511450381,18.229007633587788,0.0,25.206106870229007
2026-06-15,BA,528,7.0,3.0,96.0,115.0,12.471590909090908,15.87689393939394,2492.0,835.0,2085.0,0.0,2892.0,21.669565217391305,7.260869565217392,18.130434782608695,0.0,25.14782608695652
2026-05-01,WN,846,26.0,2.0,169.0,181.0,14.208037825059101,15.192671394799055,3807.0,1273.0,3181.0,0.0,4431.0,21.03314917127072,7.033149171270718,17.574585635359117,0.0,24.480662983425415
2026-05-28,QF,4475,68.0,24.0,853.0,912.0,13.27754189944134,15.067262569832403,19979.0,6710.0,16718.0,0.0,23221.0,21.906798245614034,7.357456140350878,18.33114035087719,0.0,25.461622807017545
2026-04-20,LH,648,13.0,4.0,132.0,126.0,13.996913580246913,13.290123456790123,2557.0,858.0,2141.0,0.0,2974.0,20.293650793650794,6.809523809523809,16.99206349206349,0.0,23.603174603174605
2026-07-03,UA,978,10.0,5.0,193.0,218.0,14.769938650306749,16.64723926380368,4858.0,1624.0,4054.0,0.0,5660.0,22.28440366972477,7.4495412844036695,18.59633027522936,0.0,25.96330275229358
2026-06-07,DL,1050,13.0,5.0,190.0,187.0,12.926666666666666,12.996190476190476,4044.0,1355.0,3381.0,0.0,4699.0,21.62566844919786,7.245989304812834,18.080213903743317,0.0,25.128342245989305
2026-07-02,UA,967,18.0,4.0,176.0,188.0,12.99379524301965,13.341261633919338,3836.0,1284.0,3202.0,0.0,4459.0,20.404255319148938,6.829787234042553,17.03191489361702,0.0,23.71808510638298
2026-05-26,LH,661,14.0,3.0,123.0,114.0,12.187594553706505,12.252647503782148,2385.0,795.0,1993.0,0.0,2775.0,20.92105263157895,6.973684210526316,17.482456140350877,0.0,24.342105263157894
2026-06-02,SQ,483,5.0,1.0,79.0,89.0,11.63768115942029,14.63768115942029,2082.0,695.0,1739.0,0.0,2415.0,23.39325842696629,7.808988764044944,19.53932584269663,0.0,27.134831460674157
2026-05-26,AA,556,6.0,1.0,100.0,107.0,12.20503597122302,14.897482014388489,2439.0,818.0,2039.0,0.0,2841.0,22.794392523364486,7.644859813084112,19.05607476635514,0.0,26.55140186915888
2026-05-14,UA,916,8.0,4.0,166.0,198.0,11.706331877729257,16.18122270742358,4418.0,1488.0,3693.0,0.0,5139.0,22.31313131313131,7.515151515151516,18.651515151515152,0.0,25.954545454545453
2026-05-12,LH,674,16.0,5.0,129.0,133.0,12.410979228486648,14.204747774480712,2852.0,958.0,2388.0,0.0,3315.0,21.44360902255639,7.203007518796992,17.954887218045112,0.0,24.924812030075188
2026-05-28,UA,913,9.0,2.0,178.0,167.0,13.427163198247536,13.909090909090908,3752.0,1250.0,3138.0,0.0,4369.0,22.46706586826347,7.485029940119761,18.790419161676645,0.0,26.161676646706585
2026-05-19,LH,723,6.0,5.0,135.0,129.0,12.67219917012448,12.843706777316736,2748.0,919.0,2303.0,0.0,3194.0,21.302325581395348,7.124031007751938,17.852713178294575,0.0,24.75968992248062
2026-06-25,WN,852,11.0,1.0,182.0,170.0,15.421361502347418,14.82394366197183,3745.0,1259.0,3131.0,0.0,4353.0,22.029411764705884,7.405882352941177,18.41764705882353,0.0,25.605882352941176
2026-05-17,LH,695,15.0,3.0,141.0,116.0,14.151079136690647,12.306474820143885,2535.0,848.0,2121.0,0.0,2946.0,21.853448275862068,7.310344827586207,18.28448275862069,0.0,25.396551724137932
2026-06-23,SQ,483,6.0,3.0,95.0,109.0,12.749482401656314,17.855072463768117,2571.0,860.0,2152.0,0.0,2991.0,23.587155963302752,7.889908256880734,19.743119266055047,0.0,27.440366972477065
2026-04-20,AA,542,6.0,2.0,101.0,100.0,13.846863468634686,13.79520295202952,2210.0,743.0,1858.0,0.0,2572.0,22.1,7.43,18.58,0.0,25.72
2026-04-17,AA,534,8.0,2.0,120.0,105.0,15.061797752808989,15.250936329588015,2414.0,812.0,2021.0,0.0,2809.0,22.99047619047619,7.733333333333333,19.247619047619047,0.0,26.752380952380953
2026-06-16,EK,584,3.0,5.0,120.0,104.0,14.020547945205479,13.486301369863014,2328.0,778.0,1949.0,0.0,2705.0,22.384615384615383,7.480769230769231,18.740384615384617,0.0,26.009615384615383
2026-06-04,SQ,522,5.0,3.0,96.0,95.0,13.555555555555555,12.816091954022989,1979.0,659.0,1656.0,0.0,2305.0,20.83157894736842,6.936842105263158,17.431578947368422,0.0,24.263157894736842
2026-06-22,SQ,491,4.0,2.0,100.0,111.0,14.780040733197556,16.315682281059065,2357.0,790.0,1976.0,0.0,2742.0,21.234234234234233,7.117117117117117,17.8018018018018,0.0,24.7027027027027
2026-06-14,DL,1075,12.0,7.0,223.0,188.0,14.906976744186046,11.88,3748.0,1257.0,3141.0,0.0,4367.0,19.93617021276596,6.6861702127659575,16.70744680851064,0.0,23.22872340425532
2026-04-22,EK,625,12.0,7.0,112.0,116.0,11.8752,14.0592,2612.0,877.0,2185.0,0.0,3032.0,22.517241379310345,7.560344827586207,18.836206896551722,0.0,26.137931034482758
2026-04-24,UA,958,17.0,1.0,176.0,176.0,12.627348643006263,13.255741127348642,3761.0,1261.0,3152.0,0.0,4376.0,21.369318181818183,7.1647727272727275,17.90909090909091,0.0,24.863636363636363
2026-05-09,BA,548,6.0,2.0,111.0,105.0,13.655109489051094,14.262773722627736,2309.0,777.0,1933.0,0.0,2683.0,21.99047619047619,7.4,18.409523809523808,0.0,25.552380952380954
2026-05-25,WN,820,13.0,6.0,170.0,156.0,14.424390243902439,13.690243902439024,3343.0,1128.0,2789.0,0.0,3886.0,21.42948717948718,7.230769230769231,17.878205128205128,0.0,24.91025641025641
2026-05-11,AA,537,7.0,2.0,94.0,110.0,12.25512104283054,15.035381750465548,2404.0,808.0,2011.0,0.0,2797.0,21.854545454545455,7.345454545454546,18.28181818181818,0.0,25.427272727272726
2026-06-03,UA,969,15.0,1.0,197.0,184.0,13.371517027863778,14.008255933952528,4039.0,1358.0,3378.0,0.0,4690.0,21.95108695652174,7.380434782608695,18.358695652173914,0.0,25.48913043478261
2026-05-27,AA,526,8.0,4.0,96.0,100.0,12.085551330798479,13.629277566539924,2122.0,708.0,1783.0,0.0,2473.0,21.22,7.08,17.83,0.0,24.73
2026-07-08,UA,1002,13.0,5.0,183.0,188.0,12.782435129740518,12.956087824351297,3853.0,1286.0,3224.0,0.0,4487.0,20.49468085106383,6.840425531914893,17.148936170212767,0.0,23.867021276595743
2026-06-29,WN,846,10.0,2.0,181.0,171.0,14.721040189125295,14.713947990543735,3680.0,1232.0,3080.0,0.0,4284.0,21.52046783625731,7.204678362573099,18.01169590643275,0.0,25.05263157894737
2026-05-01,BA,561,10.0,3.0,100.0,90.0,12.245989304812834,12.771836007130124,2103.0,704.0,1762.0,0.0,2444.0,23.366666666666667,7.822222222222222,19.57777777777778,0.0,27.155555555555555
2026-07-07,UA,995,15.0,6.0,204.0,204.0,14.852261306532663,15.585929648241207,4598.0,1537.0,3861.0,0.0,5373.0,22.53921568627451,7.534313725490196,18.926470588235293,0.0,26.33823529411765
2026-05-30,LH,675,10.0,2.0,129.0,135.0,13.005925925925926,15.48,3093.0,1037.0,2594.0,0.0,3593.0,22.91111111111111,7.681481481481481,19.214814814814815,0.0,26.614814814814814
2026-06-27,EK,616,7.0,3.0,124.0,107.0,13.621753246753247,12.308441558441558,2233.0,747.0,1878.0,0.0,2601.0,20.869158878504674,6.981308411214953,17.55140186915888,0.0,24.30841121495327
2026-05-07,BA,561,9.0,1.0,110.0,117.0,13.0,15.680926916221035,2627.0,880.0,2198.0,0.0,3054.0,22.45299145299145,7.521367521367521,18.786324786324787,0.0,26.102564102564102
2026-05-23,UA,1007,13.0,4.0,185.0,181.0,12.81330685203575,13.29493545183714,3960.0,1328.0,3310.0,0.0,4605.0,21.87845303867403,7.337016574585635,18.287292817679557,0.0,25.441988950276244
2026-05-25,BA,542,10.0,1.0,111.0,124.0,14.367158671586715,15.470479704797048,2506.0,843.0,2097.0,0.0,2906.0,20.20967741935484,6.798387096774194,16.911290322580644,0.0,23.43548387096774
2026-06-06,SQ,522,9.0,2.0,104.0,101.0,12.706896551724139,14.915708812260537,2314.0,776.0,1932.0,0.0,2689.0,22.91089108910891,7.683168316831683,19.128712871287128,0.0,26.623762376237625
2026-06-13,SQ,471,7.0,2.0,82.0,89.0,12.354564755838641,14.445859872611464,2021.0,678.0,1693.0,0.0,2346.0,22.707865168539325,7.617977528089888,19.02247191011236,0.0,26.359550561797754
2026-05-19,AA,541,6.0,4.0,103.0,95.0,12.99630314232902,12.700554528650647,2032.0,681.0,1706.0,0.0,2362.0,21.389473684210525,7.168421052631579,17.957894736842107,0.0,24.86315789473684
2026-05-17,AA,505,8.0,2.0,86.0,114.0,11.546534653465347,16.980198019801982,2550.0,860.0,2138.0,0.0,2971.0,22.36842105263158,7.543859649122807,18.75438596491228,0.0,26.06140350877193
2026-05-22,BA,544,10.0,0.0,106.0,124.0,13.509191176470589,16.825367647058822,2728.0,916.0,2281.0,0.0,3167.0,22.0,7.387096774193548,18.39516129032258,0.0,25.54032258064516
2026-07-06,SQ,529,5.0,1.0,100.0,108.0,13.646502835538753,15.727788279773156,2462.0,829.0,2061.0,0.0,2876.0,22.796296296296298,7.675925925925926,19.083333333333332,0.0,26.62962962962963
2026-04-26,QF,4475,81.0,27.0,852.0,834.0,13.412290502793295,13.803128491620111,18303.0,6139.0,15324.0,0.0,21290.0,21.946043165467625,7.360911270983213,18.37410071942446,0.0,25.52757793764988
2026-05-02,QF,4524,61.0,27.0,885.0,832.0,13.63107869142352,13.528514588859416,18184.0,6096.0,15223.0,0.0,21154.0,21.85576923076923,7.326923076923077,18.296875,0.0,25.42548076923077
2026-04-28,LH,712,13.0,6.0,133.0,133.0,12.637640449438202,13.02808988764045,2761.0,922.0,2307.0,0.0,3209.0,20.7593984962406,6.932330827067669,17.345864661654137,0.0,24.127819548872182
2026-04-19,AA,590,5.0,7.0,112.0,125.0,13.801694915254238,16.72542372881356,2941.0,987.0,2462.0,0.0,3418.0,23.528,7.896,19.696,0.0,27.344
2026-06-04,B6,740,14.0,3.0,137.0,143.0,12.416216216216217,15.04864864864865,3289.0,1102.0,2751.0,0.0,3826.0,23.0,7.706293706293707,19.237762237762237,0.0,26.755244755244757
2026-06-25,EK,630,7.0,2.0,118.0,140.0,12.417460317460318,16.36984126984127,3045.0,1023.0,2549.0,0.0,3536.0,21.75,7.307142857142857,18.207142857142856,0.0,25.257142857142856
2026-04-26,UA,913,17.0,6.0,146.0,176.0,11.021905805038335,14.31434830230011,3885.0,1301.0,3247.0,0.0,4514.0,22.073863636363637,7.392045454545454,18.448863636363637,0.0,25.647727272727273
2026-05-06,QF,4623,92.0,17.0,882.0,872.0,13.27255029201817,14.145792775254163,19383.0,6492.0,16237.0,0.0,22560.0,22.228211009174313,7.444954128440367,18.620412844036696,0.0,25.871559633027523
2026-07-10,QF,4657,76.0,27.0,967.0,901.0,14.375134206570754,14.525230835301697,20060.0,6720.0,16802.0,0.0,23347.0,22.264150943396228,7.458379578246393,18.64816870144284,0.0,25.91231964483907
2026-07-10,UA,921,14.0,4.0,170.0,167.0,12.154180238870792,13.830618892508143,3778.0,1265.0,3170.0,0.0,4419.0,22.622754491017965,7.574850299401198,18.982035928143713,0.0,26.461077844311376
2026-07-13,QF,4704,77.0,19.0,898.0,928.0,13.336309523809524,14.72576530612245,20545.0,6890.0,17208.0,0.0,23903.0,22.139008620689655,7.424568965517241,18.54310344827586,0.0,25.757543103448278
2026-06-28,QF,4592,66.0,19.0,888.0,904.0,13.101698606271777,14.800304878048781,20135.0,6752.0,16856.0,0.0,23428.0,22.273230088495577,7.469026548672566,18.646017699115045,0.0,25.91592920353982
2026-07-12,EK,692,10.0,3.0,141.0,143.0,14.130057803468208,14.669075144508671,3009.0,1011.0,2519.0,0.0,3498.0,21.041958041958043,7.06993006993007,17.615384615384617,0.0,24.46153846153846
2026-07-01,QF,4530,69.0,22.0,871.0,908.0,13.363796909492274,14.747240618101545,19829.0,6648.0,16604.0,0.0,23085.0,21.838105726872246,7.3215859030837,18.2863436123348,0.0,25.424008810572687
2026-06-13,DL,1100,12.0,5.0,223.0,227.0,13.629090909090909,15.426363636363636,5002.0,1675.0,4179.0,0.0,5810.0,22.035242290748897,7.378854625550661,18.409691629955947,0.0,25.594713656387665
2026-05-04,SQ,500,9.0,4.0,96.0,113.0,12.858,15.662,2338.0,784.0,1957.0,0.0,2717.0,20.690265486725664,6.938053097345133,17.31858407079646,0.0,24.04424778761062
2026-07-09,QF,4571,84.0,26.0,871.0,881.0,13.366221833296871,14.140888208269525,19158.0,6435.0,16049.0,0.0,22291.0,21.745743473325767,7.304199772985244,18.216799091940977,0.0,25.301929625425654
2026-07-13,UA,930,12.0,8.0,172.0,176.0,13.38494623655914,14.253763440860215,3943.0,1320.0,3307.0,0.0,4592.0,22.40340909090909,7.5,18.789772727272727,0.0,26.09090909090909
2026-05-02,UA,951,6.0,3.0,192.0,203.0,14.071503680336487,15.676130389064143,4429.0,1495.0,3712.0,0.0,5152.0,21.817733990147783,7.364532019704433,18.285714285714285,0.0,25.379310344827587
2026-05-31,WN,881,12.0,1.0,152.0,164.0,11.664018161180477,13.708286038592508,3555.0,1194.0,2983.0,0.0,4132.0,21.676829268292682,7.280487804878049,18.1890243902439,0.0,25.195121951219512
2026-06-12,B6,734,7.0,2.0,156.0,147.0,13.979564032697548,14.623978201634877,3162.0,1061.0,2653.0,0.0,3678.0,21.510204081632654,7.217687074829932,18.047619047619047,0.0,25.020408163265305
2026-05-25,EK,618,8.0,3.0,122.0,118.0,14.022653721682849,14.309061488673139,2632.0,881.0,2214.0,0.0,3067.0,22.305084745762713,7.466101694915254,18.76271186440678,0.0,25.991525423728813
2026-06-22,B6,835,12.0,5.0,163.0,175.0,14.191616766467066,15.816766467065868,3905.0,1308.0,3271.0,0.0,4542.0,22.314285714285713,7.474285714285714,18.69142857142857,0.0,25.954285714285714
2026-04-23,DL,1071,19.0,4.0,215.0,201.0,13.508870214752568,14.277310924369749,4529.0,1522.0,3797.0,0.0,5265.0,22.53233830845771,7.5721393034825875,18.890547263681594,0.0,26.19402985074627
2026-06-28,UA,930,13.0,7.0,181.0,180.0,13.138709677419355,14.504301075268817,3989.0,1336.0,3332.0,0.0,4633.0,22.16111111111111,7.4222222222222225,18.511111111111113,0.0,25.738888888888887
2026-04-18,LH,687,17.0,7.0,160.0,141.0,15.633187772925764,14.921397379912664,3022.0,1015.0,2532.0,0.0,3530.0,21.43262411347518,7.198581560283688,17.95744680851064,0.0,25.0354609929078
2026-05-03,DL,986,22.0,4.0,198.0,195.0,14.192697768762677,14.149087221095336,4117.0,1382.0,3450.0,0.0,4789.0,21.112820512820512,7.087179487179487,17.692307692307693,0.0,24.55897435897436
2026-07-04,QF,4565,82.0,23.0,860.0,951.0,12.748302300109529,15.28828039430449,20640.0,6912.0,17268.0,0.0,24011.0,21.70347003154574,7.26813880126183,18.157728706624606,0.0,25.248159831756045
2026-04-22,WN,834,17.0,3.0,184.0,153.0,15.220623501199041,13.612709832134293,3332.0,1116.0,2794.0,0.0,3881.0,21.77777777777778,7.294117647058823,18.26143790849673,0.0,25.366013071895424
2026-06-20,QF,4573,78.0,17.0,895.0,849.0,13.18040673518478,13.859610758801661,18812.0,6299.0,15760.0,0.0,21893.0,22.157832744405184,7.419316843345112,18.56301531213192,0.0,25.78680800942285
2026-06-20,UA,956,13.0,7.0,188.0,181.0,14.17050209205021,14.118200836820083,4016.0,1348.0,3364.0,0.0,4678.0,22.1878453038674,7.447513812154696,18.585635359116022,0.0,25.845303867403317
2026-05-06,UA,981,16.0,2.0,187.0,205.0,13.410805300713557,14.763506625891948,4284.0,1436.0,3580.0,0.0,4977.0,20.897560975609757,7.004878048780488,17.463414634146343,0.0,24.278048780487804
2026-05-29,QF,4602,59.0,22.0,884.0,901.0,13.019339417644503,13.741851368970012,18734.0,6292.0,15683.0,0.0,21778.0,20.79245283018868,6.983351831298557,17.406215316315205,0.0,24.170921198668147
2026-06-27,WN,884,14.0,3.0,159.0,179.0,12.993212669683258,15.537330316742082,4072.0,1360.0,3415.0,0.0,4734.0,22.748603351955307,7.597765363128492,19.078212290502794,0.0,26.446927374301676
2026-06-07,SQ,481,3.0,3.0,91.0,81.0,13.324324324324325,13.056133056133056,1862.0,626.0,1559.0,0.0,2166.0,22.987654320987655,7.728395061728395,19.246913580246915,0.0,26.74074074074074
2026-06-30,B6,808,13.0,3.0,160.0,162.0,13.68440594059406,15.142326732673267,3659.0,1225.0,3067.0,0.0,4275.0,22.58641975308642,7.561728395061729,18.932098765432098,0.0,26.38888888888889
2026-05-08,LH,698,9.0,10.0,137.0,123.0,13.991404011461318,13.436962750716333,2795.0,941.0,2339.0,0.0,3248.0,22.723577235772357,7.650406504065041,19.016260162601625,0.0,26.40650406504065
2026-05-24,QF,4540,74.0,18.0,884.0,869.0,13.505506607929515,14.221806167400882,19170.0,6425.0,16043.0,0.0,22295.0,22.059838895281935,7.39355581127733,18.4614499424626,0.0,25.655926352128883
2026-06-17,AA,570,14.0,7.0,111.0,112.0,12.640350877192983,13.887719298245614,2341.0,785.0,1965.0,0.0,2724.0,20.901785714285715,7.008928571428571,17.544642857142858,0.0,24.321428571428573
2026-05-18,AA,572,8.0,2.0,108.0,118.0,13.643356643356643,14.311188811188812,2445.0,819.0,2050.0,0.0,2842.0,20.720338983050848,6.940677966101695,17.372881355932204,0.0,24.084745762711865
2026-06-18,EK,641,10.0,7.0,140.0,149.0,15.22776911076443,17.663026521060843,3376.0,1124.0,2830.0,0.0,3927.0,22.65771812080537,7.543624161073826,18.993288590604028,0.0,26.355704697986578
2026-07-11,DL,1064,19.0,3.0,217.0,225.0,13.925751879699249,15.333646616541353,4872.0,1629.0,4073.0,0.0,5678.0,21.653333333333332,7.24,18.102222222222224,0.0,25.235555555555557
2026-06-08,AA,600,11.0,2.0,120.0,129.0,13.875,16.13,2875.0,960.0,2412.0,0.0,3343.0,22.286821705426355,7.441860465116279,18.697674418604652,0.0,25.914728682170544
2026-06-06,B6,763,8.0,5.0,161.0,128.0,14.693315858453474,12.456094364351245,2835.0,953.0,2368.0,0.0,3301.0,22.1484375,7.4453125,18.5,0.0,25.7890625
2026-06-26,AA,597,6.0,2.0,121.0,114.0,14.613065326633166,14.046901172529314,2483.0,835.0,2078.0,0.0,2890.0,21.780701754385966,7.324561403508772,18.228070175438596,0.0,25.350877192982455
2026-05-20,DL,1079,15.0,6.0,211.0,252.0,13.541241890639482,17.730305838739575,5685.0,1907.0,4756.0,0.0,6605.0,22.55952380952381,7.567460317460317,18.873015873015873,0.0,26.21031746031746
2026-07-11,B6,812,22.0,2.0,162.0,157.0,13.663793103448276,13.88423645320197,3369.0,1131.0,2821.0,0.0,3932.0,21.45859872611465,7.203821656050955,17.96815286624204,0.0,25.044585987261147
2026-05-24,UA,1008,7.0,5.0,185.0,197.0,12.527777777777779,14.721230158730158,4406.0,1477.0,3688.0,0.0,5122.0,22.365482233502537,7.49746192893401,18.720812182741117,0.0,26.0
2026-05-21,DL,1075,29.0,2.0,226.0,208.0,14.853023255813953,15.413023255813954,4895.0,1640.0,4097.0,0.0,5693.0,23.533653846153847,7.884615384615385,19.697115384615383,0.0,27.370192307692307
2026-05-05,QF,4681,70.0,28.0,899.0,961.0,12.896816919461653,15.048066652424696,20862.0,7007.0,17495.0,0.0,24266.0,21.70863683662851,7.291363163371488,18.204994797086368,0.0,25.250780437044746
2026-05-07,EK,693,11.0,1.0,141.0,143.0,14.61038961038961,14.376623376623376,2922.0,983.0,2449.0,0.0,3396.0,20.433566433566433,6.874125874125874,17.125874125874127,0.0,23.748251748251747
2026-06-09,LH,679,6.0,2.0,145.0,140.0,14.092783505154639,15.68041237113402,3177.0,1065.0,2659.0,0.0,3695.0,22.692857142857143,7.607142857142857,18.992857142857144,0.0,26.392857142857142
2026-06-23,B6,745,12.0,6.0,157.0,127.0,14.51006711409396,11.763758389261746,2589.0,867.0,2170.0,0.0,3007.0,20.385826771653544,6.826771653543307,17.086614173228348,0.0,23.677165354330707
2026-06-01,LH,644,11.0,3.0,111.0,119.0,11.790372670807454,13.246894409937887,2513.0,843.0,2104.0,0.0,2927.0,21.11764705882353,7.084033613445378,17.680672268907564,0.0,24.596638655462186
2026-06-10,LH,697,8.0,7.0,113.0,126.0,11.556671449067432,14.11477761836442,2926.0,987.0,2451.0,0.0,3406.0,23.22222222222222,7.833333333333333,19.452380952380953,0.0,27.03174603174603
2026-06-12,DL,1051,19.0,11.0,203.0,210.0,13.42721217887726,14.14557564224548,4397.0,1479.0,3682.0,0.0,5118.0,20.938095238095237,7.042857142857143,17.533333333333335,0.0,24.37142857142857
2026-04-27,LH,743,16.0,7.0,151.0,141.0,14.224764468371466,14.438761776581426,3166.0,1062.0,2650.0,0.0,3683.0,22.45390070921986,7.531914893617022,18.79432624113475,0.0,26.120567375886523
2026-06-26,LH,710,9.0,1.0,132.0,160.0,12.425352112676057,17.283098591549297,3615.0,1213.0,3041.0,0.0,4217.0,22.59375,7.58125,19.00625,0.0,26.35625
2026-04-29,LH,692,10.0,4.0,139.0,154.0,13.855491329479769,15.984104046242775,3275.0,1100.0,2748.0,0.0,3818.0,21.266233766233768,7.142857142857143,17.844155844155843,0.0,24.792207792207794
2026-06-16,WN,860,11.0,9.0,159.0,151.0,12.72906976744186,12.622093023255815,3212.0,1074.0,2686.0,0.0,3741.0,21.271523178807946,7.112582781456954,17.788079470198674,0.0,24.774834437086092
2026-05-09,EK,620,5.0,3.0,125.0,132.0,14.174193548387096,15.008064516129032,2775.0,933.0,2325.0,0.0,3227.0,21.022727272727273,7.068181818181818,17.613636363636363,0.0,24.446969696969695
